date,product_id,product_name,category,list_price,discount_pct,selling_price,competitor_price,marketing_spend,units_sold,unit_cost,revenue,gross_profit
2026-06-29,P101,Trail Running Shoes,Footwear,113.63,0.0,113.63,115.65,1521.27,67,49.0,7613.15,4330.15
2026-06-30,P101,Trail Running Shoes,Footwear,115.87,0.0,115.87,114.75,550.39,55,49.0,6373.01,3678.01
2025-01-01,P200,Classic Hoodie,Apparel,58.03,0.0,58.03,62.89,1746.61,111,20.0,6440.99,4220.99
2025-01-02,P200,Classic Hoodie,Apparel,57.05,0.1,51.35,59.14,1265.86,121,20.0,6212.79,3792.79
2025-01-03,P200,Classic Hoodie,Apparel,58.63,0.15,49.84,58.36,1730.85,147,20.0,7326.09,4386.09
2025-01-04,P200,Classic Hoodie,Apparel,56.36,0.05,53.54,59.91,1401.23,142,20.0,7602.86,4762.86
2025-01-05,P200,Classic Hoodie,Apparel,57.87,0.0,57.87,60.31,826.58,92,20.0,5323.74,3483.74
2025-01-06,P200,Classic Hoodie,Apparel,59.45,0.0,59.45,61.82,1416.25,110,20.0,6539.0,4339.0
2025-01-07,P200,Classic Hoodie,Apparel,59.43,0.2,47.54,58.82,1923.31,177,20.0,8415.41,4875.41
2025-01-08,P200,Classic Hoodie,Apparel,57.98,0.0,57.98,59.22,1392.44,84,20.0,4870.23,3190.23
2025-01-09,P200,Classic Hoodie,Apparel,59.17,0.05,56.21,60.77,1112.22,106,20.0,5958.01,3838.01
2025-01-10,P200,Classic Hoodie,Apparel,57.7,0.0,57.7,60.05,1980.18,118,20.0,6808.45,4448.45
2025-01-11,P200,Classic Hoodie,Apparel,58.91,0.0,58.91,61.55,1706.79,103,20.0,6067.94,4007.94
2025-01-12,P200,Classic Hoodie,Apparel,58.51,0.05,55.59,57.73,1704.32,148,20.0,8227.04,5267.04
2025-01-13,P200,Classic Hoodie,Apparel,58.73,0.0,58.73,61.3,974.53,91,20.0,5344.48,3524.48
2025-01-14,P200,Classic Hoodie,Apparel,59.35,0.0,59.35,60.83,1124.28,90,20.0,5341.75,3541.75
2025-01-15,P200,Classic Hoodie,Apparel,58.88,0.2,47.11,58.89,1180.28,172,20.0,8102.06,4662.06
2025-01-16,P200,Classic Hoodie,Apparel,58.61,0.0,58.61,58.49,1656.06,77,20.0,4513.33,2973.33
2025-01-17,P200,Classic Hoodie,Apparel,58.38,0.0,58.38,60.79,1502.2,112,20.0,6539.09,4299.09
2025-01-18,P200,Classic Hoodie,Apparel,58.16,0.1,52.34,61.47,1370.49,127,20.0,6647.29,4107.29
2025-01-19,P200,Classic Hoodie,Apparel,60.93,0.0,60.93,61.26,1440.39,106,20.0,6458.92,4338.92
2025-01-20,P200,Classic Hoodie,Apparel,58.48,0.05,55.56,61.89,738.27,111,20.0,6166.81,3946.81
2025-01-21,P200,Classic Hoodie,Apparel,58.46,0.0,58.46,61.35,1687.89,101,20.0,5904.05,3884.05
2025-01-22,P200,Classic Hoodie,Apparel,59.91,0.0,59.91,60.83,978.62,92,20.0,5511.38,3671.38
2025-01-23,P200,Classic Hoodie,Apparel,58.82,0.0,58.82,61.41,1384.47,88,20.0,5176.55,3416.55
2025-01-24,P200,Classic Hoodie,Apparel,57.46,0.05,54.59,61.44,1006.5,121,20.0,6604.8,4184.8
2025-01-25,P200,Classic Hoodie,Apparel,60.04,0.1,54.04,58.81,1902.8,146,20.0,7889.47,4969.47
2025-01-26,P200,Classic Hoodie,Apparel,58.83,0.0,58.83,59.53,1116.24,97,20.0,5706.7,3766.7
2025-01-27,P200,Classic Hoodie,Apparel,60.23,0.05,57.22,62.5,1155.77,101,20.0,5779.47,3759.47
2025-01-28,P200,Classic Hoodie,Apparel,58.91,0.0,58.91,57.13,1256.52,95,20.0,5596.29,3696.29
2025-01-29,P200,Classic Hoodie,Apparel,60.25,0.0,60.25,62.65,1595.42,113,20.0,6808.79,4548.79
2025-01-30,P200,Classic Hoodie,Apparel,59.38,0.0,59.38,62.46,770.35,104,20.0,6175.32,4095.32
2025-01-31,P200,Classic Hoodie,Apparel,58.67,0.2,46.93,59.38,1301.99,163,20.0,7650.09,4390.09
2025-02-01,P200,Classic Hoodie,Apparel,59.9,0.2,47.92,58.41,534.24,198,20.0,9488.37,5528.37
2025-02-02,P200,Classic Hoodie,Apparel,60.49,0.1,54.44,61.05,1667.02,149,20.0,8111.5,5131.5
2025-02-03,P200,Classic Hoodie,Apparel,59.73,0.15,50.77,62.66,1036.94,151,20.0,7666.94,4646.94
2025-02-04,P200,Classic Hoodie,Apparel,59.6,0.2,47.68,60.52,1326.23,175,20.0,8343.31,4843.31
2025-02-05,P200,Classic Hoodie,Apparel,58.55,0.05,55.62,62.27,948.5,115,20.0,6396.79,4096.79
2025-02-06,P200,Classic Hoodie,Apparel,59.37,0.05,56.4,58.05,1620.73,107,20.0,6034.92,3894.92
2025-02-07,P200,Classic Hoodie,Apparel,60.98,0.2,48.79,60.44,1282.42,199,20.0,9708.31,5728.31
2025-02-08,P200,Classic Hoodie,Apparel,59.45,0.0,59.45,61.2,1449.55,113,20.0,6717.59,4457.59
2025-02-09,P200,Classic Hoodie,Apparel,60.65,0.0,60.65,60.16,945.74,98,20.0,5943.71,3983.71
2025-02-10,P200,Classic Hoodie,Apparel,59.9,0.2,47.92,62.19,1769.7,168,20.0,8049.96,4689.96
2025-02-11,P200,Classic Hoodie,Apparel,59.05,0.0,59.05,59.09,2030.93,108,20.0,6377.43,4217.43
2025-02-12,P200,Classic Hoodie,Apparel,60.34,0.1,54.31,61.18,1483.33,129,20.0,7005.62,4425.62
2025-02-13,P200,Classic Hoodie,Apparel,60.99,0.05,57.94,64.54,959.06,103,20.0,5967.47,3907.47
2025-02-14,P200,Classic Hoodie,Apparel,58.97,0.05,56.02,62.7,1251.21,121,20.0,6778.33,4358.33
2025-02-15,P200,Classic Hoodie,Apparel,59.05,0.05,56.1,62.48,1163.24,128,20.0,7180.63,4620.63
2025-02-16,P200,Classic Hoodie,Apparel,60.56,0.0,60.56,60.85,1303.81,117,20.0,7085.24,4745.24
2025-02-17,P200,Classic Hoodie,Apparel,61.66,0.0,61.66,62.04,1589.19,97,20.0,5980.82,4040.82
2025-02-18,P200,Classic Hoodie,Apparel,59.22,0.0,59.22,61.44,787.85,98,20.0,5803.13,3843.13
2025-02-19,P200,Classic Hoodie,Apparel,59.88,0.0,59.88,60.44,1833.42,109,20.0,6527.15,4347.15
2025-02-20,P200,Classic Hoodie,Apparel,61.41,0.1,55.27,61.3,962.82,125,20.0,6909.18,4409.18
2025-02-21,P200,Classic Hoodie,Apparel,60.01,0.0,60.01,59.19,1105.77,95,20.0,5700.59,3800.59
2025-02-22,P200,Classic Hoodie,Apparel,60.43,0.2,48.35,60.32,1468.79,191,20.0,9234.31,5414.31
2025-02-23,P200,Classic Hoodie,Apparel,57.01,0.1,51.31,60.45,1688.44,141,20.0,7235.17,4415.17
2025-02-24,P200,Classic Hoodie,Apparel,60.14,0.0,60.14,60.04,1300.77,89,20.0,5352.02,3572.02
2025-02-25,P200,Classic Hoodie,Apparel,61.72,0.05,58.64,61.01,1316.79,125,20.0,7329.44,4829.44
2025-02-26,P200,Classic Hoodie,Apparel,60.72,0.15,51.61,60.18,1478.18,143,20.0,7380.18,4520.18
2025-02-27,P200,Classic Hoodie,Apparel,57.82,0.0,57.82,61.03,767.12,122,20.0,7053.88,4613.88
2025-02-28,P200,Classic Hoodie,Apparel,60.21,0.1,54.19,60.08,619.82,114,20.0,6178.01,3898.01
2025-03-01,P200,Classic Hoodie,Apparel,61.09,0.05,58.04,64.31,1561.5,131,20.0,7602.71,4982.71
2025-03-02,P200,Classic Hoodie,Apparel,59.58,0.0,59.58,64.04,1232.05,143,20.0,8519.43,5659.43
2025-03-03,P200,Classic Hoodie,Apparel,61.48,0.2,49.18,58.51,1060.26,155,20.0,7623.36,4523.36
2025-03-04,P200,Classic Hoodie,Apparel,59.94,0.0,59.94,65.36,912.2,108,20.0,6473.03,4313.03
2025-03-05,P200,Classic Hoodie,Apparel,60.66,0.1,54.59,60.99,1339.67,121,20.0,6605.44,4185.44
2025-03-06,P200,Classic Hoodie,Apparel,60.12,0.05,57.11,61.44,1505.27,136,20.0,7766.93,5046.93
2025-03-07,P200,Classic Hoodie,Apparel,60.97,0.0,60.97,61.04,878.17,92,20.0,5609.53,3769.53
2025-03-08,P200,Classic Hoodie,Apparel,59.75,0.05,56.77,60.22,963.14,114,20.0,6471.45,4191.45
2025-03-09,P200,Classic Hoodie,Apparel,58.25,0.0,58.25,60.55,770.92,105,20.0,6116.04,4016.04
2025-03-10,P200,Classic Hoodie,Apparel,59.55,0.0,59.55,61.41,1566.48,102,20.0,6073.78,4033.78
2025-03-11,P200,Classic Hoodie,Apparel,59.49,0.0,59.49,61.61,1042.96,97,20.0,5770.2,3830.2
2025-03-12,P200,Classic Hoodie,Apparel,61.18,0.1,55.06,61.67,1633.23,113,20.0,6221.54,3961.54
2025-03-13,P200,Classic Hoodie,Apparel,61.32,0.1,55.19,61.33,1663.88,139,20.0,7671.34,4891.34
2025-03-14,P200,Classic Hoodie,Apparel,59.94,0.05,56.94,61.26,1187.77,128,20.0,7288.69,4728.69
2025-03-15,P200,Classic Hoodie,Apparel,58.21,0.1,52.39,59.91,2036.14,155,20.0,8120.54,5020.54
2025-03-16,P200,Classic Hoodie,Apparel,59.6,0.0,59.6,61.14,1034.94,112,20.0,6674.83,4434.83
2025-03-17,P200,Classic Hoodie,Apparel,60.71,0.0,60.71,59.61,1583.9,110,20.0,6677.94,4477.94
2025-03-18,P200,Classic Hoodie,Apparel,60.9,0.1,54.81,65.28,1679.63,147,20.0,8056.93,5116.93
2025-03-19,P200,Classic Hoodie,Apparel,58.86,0.0,58.86,60.4,1813.48,129,20.0,7592.54,5012.54
2025-03-20,P200,Classic Hoodie,Apparel,61.29,0.0,61.29,58.68,1475.38,88,20.0,5393.28,3633.28
2025-03-21,P200,Classic Hoodie,Apparel,58.16,0.0,58.16,60.81,1488.35,121,20.0,7037.64,4617.64
2025-03-22,P200,Classic Hoodie,Apparel,60.2,0.0,60.2,58.99,1262.21,97,20.0,5839.81,3899.81
2025-03-23,P200,Classic Hoodie,Apparel,57.56,0.2,46.05,61.45,1028.88,232,20.0,10683.61,6043.61
2025-03-24,P200,Classic Hoodie,Apparel,60.78,0.0,60.78,61.19,1061.98,85,20.0,5166.2,3466.2
2025-03-25,P200,Classic Hoodie,Apparel,59.72,0.1,53.75,59.6,1141.57,161,20.0,8652.96,5432.96
2025-03-26,P200,Classic Hoodie,Apparel,57.96,0.0,57.96,58.8,1626.97,114,20.0,6607.48,4327.48
2025-03-27,P200,Classic Hoodie,Apparel,59.91,0.0,59.91,58.82,1024.39,109,20.0,6530.57,4350.57
2025-03-28,P200,Classic Hoodie,Apparel,61.33,0.0,61.33,58.84,1422.02,123,20.0,7543.49,5083.49
2025-03-29,P200,Classic Hoodie,Apparel,59.55,0.0,59.55,62.21,1033.48,116,20.0,6907.72,4587.72
2025-03-30,P200,Classic Hoodie,Apparel,60.05,0.0,60.05,58.93,1008.57,120,20.0,7206.01,4806.01
2025-03-31,P200,Classic Hoodie,Apparel,60.61,0.1,54.55,62.19,1949.41,144,20.0,7854.67,4974.67
2025-04-01,P200,Classic Hoodie,Apparel,59.0,0.0,59.0,60.97,946.32,96,20.0,5663.72,3743.72
2025-04-02,P200,Classic Hoodie,Apparel,59.79,0.15,50.82,59.63,1290.49,173,20.0,8792.62,5332.62
2025-04-03,P200,Classic Hoodie,Apparel,60.03,0.0,60.03,57.04,1391.22,107,20.0,6423.12,4283.12
2025-04-04,P200,Classic Hoodie,Apparel,57.6,0.15,48.96,58.83,997.43,164,20.0,8029.31,4749.31
2025-04-05,P200,Classic Hoodie,Apparel,60.85,0.05,57.81,58.55,1489.56,133,20.0,7688.08,5028.08
2025-04-06,P200,Classic Hoodie,Apparel,59.51,0.15,50.58,60.25,1409.35,206,20.0,10419.68,6299.68
2025-04-07,P200,Classic Hoodie,Apparel,60.21,0.1,54.19,60.77,1621.25,143,20.0,7748.62,4888.62
2025-04-08,P200,Classic Hoodie,Apparel,60.19,0.0,60.19,59.83,1372.17,104,20.0,6259.74,4179.74
2025-04-09,P200,Classic Hoodie,Apparel,56.85,0.0,56.85,58.54,872.88,124,20.0,7049.85,4569.85
2025-04-10,P200,Classic Hoodie,Apparel,59.44,0.1,53.49,59.41,1096.67,139,20.0,7435.74,4655.74
2025-04-11,P200,Classic Hoodie,Apparel,59.9,0.1,53.91,59.1,1298.26,146,20.0,7870.55,4950.55
2025-04-12,P200,Classic Hoodie,Apparel,56.79,0.2,45.43,59.25,1145.46,214,20.0,9722.7,5442.7
2025-04-13,P200,Classic Hoodie,Apparel,58.24,0.1,52.41,62.06,1183.39,165,20.0,8648.4,5348.4
2025-04-14,P200,Classic Hoodie,Apparel,60.79,0.0,60.79,58.42,1953.28,103,20.0,6261.73,4201.73
2025-04-15,P200,Classic Hoodie,Apparel,60.52,0.0,60.52,59.6,1276.37,96,20.0,5809.88,3889.88
2025-04-16,P200,Classic Hoodie,Apparel,58.69,0.0,58.69,60.4,1295.28,105,20.0,6162.06,4062.06
2025-04-17,P200,Classic Hoodie,Apparel,58.29,0.2,46.63,60.81,1059.83,179,20.0,8347.53,4767.53
2025-04-18,P200,Classic Hoodie,Apparel,58.9,0.15,50.06,61.19,1712.56,151,20.0,7559.52,4539.52
2025-04-19,P200,Classic Hoodie,Apparel,58.17,0.05,55.26,58.53,1877.59,124,20.0,6852.73,4372.73
2025-04-20,P200,Classic Hoodie,Apparel,56.7,0.0,56.7,57.66,1403.43,131,20.0,7428.29,4808.29
2025-04-21,P200,Classic Hoodie,Apparel,58.8,0.0,58.8,59.65,1723.25,94,20.0,5526.95,3646.95
2025-04-22,P200,Classic Hoodie,Apparel,59.53,0.0,59.53,58.28,1563.34,93,20.0,5536.02,3676.02
2025-04-23,P200,Classic Hoodie,Apparel,58.24,0.05,55.33,60.35,729.31,121,20.0,6694.37,4274.37
2025-04-24,P200,Classic Hoodie,Apparel,57.04,0.0,57.04,59.35,1579.8,129,20.0,7358.74,4778.74
2025-04-25,P200,Classic Hoodie,Apparel,57.56,0.1,51.81,60.53,708.43,149,20.0,7719.36,4739.36
2025-04-26,P200,Classic Hoodie,Apparel,59.07,0.0,59.07,58.12,864.12,121,20.0,7147.31,4727.31
2025-04-27,P200,Classic Hoodie,Apparel,56.76,0.0,56.76,58.38,1557.59,118,20.0,6697.78,4337.78
2025-04-28,P200,Classic Hoodie,Apparel,57.24,0.1,51.52,58.52,1662.3,182,20.0,9376.49,5736.49
2025-04-29,P200,Classic Hoodie,Apparel,56.33,0.0,56.33,56.74,1666.77,105,20.0,5914.61,3814.61
2025-04-30,P200,Classic Hoodie,Apparel,57.14,0.0,57.14,57.4,1272.57,112,20.0,6400.16,4160.16
2025-05-01,P200,Classic Hoodie,Apparel,58.3,0.1,52.47,56.26,1562.0,138,20.0,7240.73,4480.73
2025-05-02,P200,Classic Hoodie,Apparel,58.95,0.05,56.0,57.11,723.18,112,20.0,6272.53,4032.53
2025-05-03,P200,Classic Hoodie,Apparel,59.04,0.05,56.09,57.78,986.68,149,20.0,8356.85,5376.85
2025-05-04,P200,Classic Hoodie,Apparel,56.56,0.0,56.56,56.96,1505.21,104,20.0,5881.85,3801.85
2025-05-05,P200,Classic Hoodie,Apparel,58.91,0.0,58.91,59.26,1500.92,105,20.0,6185.34,4085.34
2025-05-06,P200,Classic Hoodie,Apparel,56.41,0.0,56.41,57.69,948.91,114,20.0,6431.18,4151.18
2025-05-07,P200,Classic Hoodie,Apparel,58.31,0.05,55.4,58.38,1632.85,120,20.0,6647.67,4247.67
2025-05-08,P200,Classic Hoodie,Apparel,56.92,0.05,54.07,58.47,1160.87,128,20.0,6921.3,4361.3
2025-05-09,P200,Classic Hoodie,Apparel,56.26,0.05,53.44,58.64,1619.21,121,20.0,6466.82,4046.82
2025-05-10,P200,Classic Hoodie,Apparel,58.01,0.05,55.11,56.89,1305.94,149,20.0,8211.85,5231.85
2025-05-11,P200,Classic Hoodie,Apparel,58.11,0.0,58.11,60.38,1046.6,107,20.0,6217.27,4077.27
2025-05-12,P200,Classic Hoodie,Apparel,56.46,0.15,47.99,57.18,452.36,154,20.0,7390.29,4310.29
2025-05-13,P200,Classic Hoodie,Apparel,56.59,0.0,56.59,58.01,1083.75,115,20.0,6508.16,4208.16
2025-05-14,P200,Classic Hoodie,Apparel,57.87,0.15,49.19,56.33,1122.51,127,20.0,6246.7,3706.7
2025-05-15,P200,Classic Hoodie,Apparel,55.92,0.0,55.92,57.49,959.66,105,20.0,5872.01,3772.01
2025-05-16,P200,Classic Hoodie,Apparel,55.73,0.1,50.16,57.58,1453.26,155,20.0,7775.03,4675.03
2025-05-17,P200,Classic Hoodie,Apparel,56.98,0.0,56.98,59.17,745.21,110,20.0,6267.75,4067.75
2025-05-18,P200,Classic Hoodie,Apparel,56.49,0.1,50.85,56.64,1326.99,178,20.0,9050.43,5490.43
2025-05-19,P200,Classic Hoodie,Apparel,57.72,0.0,57.72,58.16,1530.51,100,20.0,5772.16,3772.16
2025-05-20,P200,Classic Hoodie,Apparel,57.71,0.0,57.71,56.89,792.42,105,20.0,6060.05,3960.05
2025-05-21,P200,Classic Hoodie,Apparel,57.01,0.0,57.01,57.02,1041.13,111,20.0,6328.18,4108.18
2025-05-22,P200,Classic Hoodie,Apparel,56.7,0.05,53.86,57.27,1428.57,112,20.0,6032.38,3792.38
2025-05-23,P200,Classic Hoodie,Apparel,55.76,0.1,50.19,57.8,863.6,144,20.0,7227.07,4347.07
2025-05-24,P200,Classic Hoodie,Apparel,57.04,0.2,45.64,57.8,866.55,200,20.0,9127.0,5127.0
2025-05-25,P200,Classic Hoodie,Apparel,58.36,0.15,49.61,58.32,1421.5,158,20.0,7837.69,4677.69
2025-05-26,P200,Classic Hoodie,Apparel,57.33,0.2,45.86,56.61,1501.79,175,20.0,8025.7,4525.7
2025-05-27,P200,Classic Hoodie,Apparel,56.36,0.0,56.36,57.15,1477.74,104,20.0,5861.14,3781.14
2025-05-28,P200,Classic Hoodie,Apparel,55.1,0.2,44.08,59.11,2196.13,223,20.0,9829.43,5369.43
2025-05-29,P200,Classic Hoodie,Apparel,55.08,0.1,49.57,57.45,1782.8,137,20.0,6791.54,4051.54
2025-05-30,P200,Classic Hoodie,Apparel,56.3,0.0,56.3,56.95,1611.25,107,20.0,6023.95,3883.95
2025-05-31,P200,Classic Hoodie,Apparel,54.76,0.15,46.55,58.26,1270.27,199,20.0,9262.93,5282.93
2025-06-01,P200,Classic Hoodie,Apparel,55.87,0.0,55.87,55.36,1669.51,125,20.0,6983.24,4483.24
2025-06-02,P200,Classic Hoodie,Apparel,56.84,0.0,56.84,55.02,1101.27,103,20.0,5854.67,3794.67
2025-06-03,P200,Classic Hoodie,Apparel,55.71,0.2,44.57,57.64,1232.54,176,20.0,7843.94,4323.94
2025-06-04,P200,Classic Hoodie,Apparel,56.34,0.15,47.89,57.83,1441.53,172,20.0,8236.66,4796.66
2025-06-05,P200,Classic Hoodie,Apparel,56.58,0.1,50.92,56.16,1042.16,139,20.0,7077.65,4297.65
2025-06-06,P200,Classic Hoodie,Apparel,55.87,0.05,53.07,58.35,1527.82,132,20.0,7005.72,4365.72
2025-06-07,P200,Classic Hoodie,Apparel,56.1,0.2,44.88,54.54,1222.18,202,20.0,9065.36,5025.36
2025-06-08,P200,Classic Hoodie,Apparel,56.4,0.0,56.4,57.67,1050.82,109,20.0,6148.12,3968.12
2025-06-09,P200,Classic Hoodie,Apparel,57.66,0.1,51.89,57.43,1159.32,132,20.0,6849.66,4209.66
2025-06-10,P200,Classic Hoodie,Apparel,56.01,0.0,56.01,56.96,2212.6,115,20.0,6441.58,4141.58
2025-06-11,P200,Classic Hoodie,Apparel,56.79,0.15,48.27,53.81,1125.44,167,20.0,8061.71,4721.71
2025-06-12,P200,Classic Hoodie,Apparel,56.5,0.0,56.5,57.64,660.39,108,20.0,6102.24,3942.24
2025-06-13,P200,Classic Hoodie,Apparel,58.07,0.15,49.36,53.3,1846.98,116,20.0,5725.45,3405.45
2025-06-14,P200,Classic Hoodie,Apparel,57.03,0.0,57.03,52.77,1460.61,120,20.0,6843.4,4443.4
2025-06-15,P200,Classic Hoodie,Apparel,56.41,0.2,45.13,57.0,1151.8,169,20.0,7627.24,4247.24
2025-06-16,P200,Classic Hoodie,Apparel,56.74,0.0,56.74,57.77,584.36,87,20.0,4936.72,3196.72
2025-06-17,P200,Classic Hoodie,Apparel,55.13,0.2,44.1,53.8,1315.91,190,20.0,8379.28,4579.28
2025-06-18,P200,Classic Hoodie,Apparel,54.51,0.2,43.61,56.96,1102.66,189,20.0,8241.42,4461.42
2025-06-19,P200,Classic Hoodie,Apparel,53.96,0.05,51.26,55.59,1302.66,129,20.0,6612.27,4032.27
2025-06-20,P200,Classic Hoodie,Apparel,56.38,0.05,53.56,55.67,1403.03,129,20.0,6909.32,4329.32
2025-06-21,P200,Classic Hoodie,Apparel,55.88,0.1,50.29,56.5,1232.98,142,20.0,7141.29,4301.29
2025-06-22,P200,Classic Hoodie,Apparel,56.52,0.15,48.04,56.59,1310.17,166,20.0,7974.97,4654.97
2025-06-23,P200,Classic Hoodie,Apparel,55.63,0.15,47.28,55.28,707.51,156,20.0,7376.38,4256.38
2025-06-24,P200,Classic Hoodie,Apparel,56.21,0.0,56.21,55.24,1982.34,103,20.0,5789.82,3729.82
2025-06-25,P200,Classic Hoodie,Apparel,55.06,0.0,55.06,54.56,675.79,115,20.0,6331.52,4031.52
2025-06-26,P200,Classic Hoodie,Apparel,57.4,0.05,54.53,54.69,1952.06,112,20.0,6107.72,3867.72
2025-06-27,P200,Classic Hoodie,Apparel,55.69,0.0,55.69,58.07,1537.21,132,20.0,7351.65,4711.65
2025-06-28,P200,Classic Hoodie,Apparel,56.24,0.1,50.62,55.09,635.08,135,20.0,6833.1,4133.1
2025-06-29,P200,Classic Hoodie,Apparel,57.18,0.05,54.32,56.84,1307.31,115,20.0,6247.01,3947.01
2025-06-30,P200,Classic Hoodie,Apparel,56.23,0.1,50.61,56.6,1360.02,125,20.0,6325.92,3825.92
2025-07-01,P200,Classic Hoodie,Apparel,56.91,0.05,54.06,51.43,1437.82,136,20.0,7352.51,4632.51
2025-07-02,P200,Classic Hoodie,Apparel,54.44,0.0,54.44,55.96,1133.47,116,20.0,6314.85,3994.85
2025-07-03,P200,Classic Hoodie,Apparel,56.52,0.0,56.52,56.19,1587.02,102,20.0,5764.87,3724.87
2025-07-04,P200,Classic Hoodie,Apparel,59.36,0.05,56.39,56.26,684.23,95,20.0,5357.09,3457.09
2025-07-05,P200,Classic Hoodie,Apparel,57.25,0.0,57.25,54.04,523.28,99,20.0,5667.87,3687.87
2025-07-06,P200,Classic Hoodie,Apparel,57.5,0.1,51.75,55.5,630.94,137,20.0,7089.84,4349.84
2025-07-07,P200,Classic Hoodie,Apparel,56.78,0.1,51.1,53.41,1708.43,137,20.0,7000.69,4260.69
2025-07-08,P200,Classic Hoodie,Apparel,57.29,0.2,45.83,56.95,1487.46,187,20.0,8570.37,4830.37
2025-07-09,P200,Classic Hoodie,Apparel,54.23,0.0,54.23,53.84,1035.04,101,20.0,5477.04,3457.04
2025-07-10,P200,Classic Hoodie,Apparel,56.55,0.15,48.07,57.65,1713.46,144,20.0,6922.2,4042.2
2025-07-11,P200,Classic Hoodie,Apparel,56.42,0.15,47.96,54.81,1232.23,151,20.0,7241.63,4221.63
2025-07-12,P200,Classic Hoodie,Apparel,52.64,0.0,52.64,56.87,1085.55,146,20.0,7685.11,4765.11
2025-07-13,P200,Classic Hoodie,Apparel,55.86,0.15,47.48,56.26,1124.64,192,20.0,9116.27,5276.27
2025-07-14,P200,Classic Hoodie,Apparel,56.14,0.05,53.33,57.83,1510.65,117,20.0,6239.94,3899.94
2025-07-15,P200,Classic Hoodie,Apparel,57.44,0.1,51.69,59.79,1414.27,133,20.0,6875.21,4215.21
2025-07-16,P200,Classic Hoodie,Apparel,56.49,0.05,53.66,55.26,1199.81,96,20.0,5151.49,3231.49
2025-07-17,P200,Classic Hoodie,Apparel,55.1,0.1,49.59,55.39,1279.86,156,20.0,7736.38,4616.38
2025-07-18,P200,Classic Hoodie,Apparel,56.93,0.0,56.93,55.11,1794.91,108,20.0,6148.45,3988.45
2025-07-19,P200,Classic Hoodie,Apparel,56.43,0.05,53.61,55.55,1704.98,114,20.0,6111.71,3831.71
2025-07-20,P200,Classic Hoodie,Apparel,56.85,0.1,51.16,55.86,1373.93,129,20.0,6600.0,4020.0
2025-07-21,P200,Classic Hoodie,Apparel,56.9,0.0,56.9,55.56,798.12,98,20.0,5576.43,3616.43
2025-07-22,P200,Classic Hoodie,Apparel,57.68,0.15,49.03,55.72,953.84,135,20.0,6618.51,3918.51
2025-07-23,P200,Classic Hoodie,Apparel,55.96,0.0,55.96,54.83,1981.18,105,20.0,5875.94,3775.94
2025-07-24,P200,Classic Hoodie,Apparel,57.18,0.0,57.18,57.45,1151.28,97,20.0,5546.94,3606.94
2025-07-25,P200,Classic Hoodie,Apparel,56.35,0.05,53.53,57.0,1423.01,109,20.0,5834.67,3654.67
2025-07-26,P200,Classic Hoodie,Apparel,55.28,0.2,44.22,56.1,619.47,192,20.0,8491.06,4651.06
2025-07-27,P200,Classic Hoodie,Apparel,57.72,0.0,57.72,60.09,1159.17,100,20.0,5771.79,3771.79
2025-07-28,P200,Classic Hoodie,Apparel,55.59,0.1,50.04,56.76,1007.93,126,20.0,6304.43,3784.43
2025-07-29,P200,Classic Hoodie,Apparel,54.73,0.15,46.52,57.84,1022.56,153,20.0,7117.75,4057.75
2025-07-30,P200,Classic Hoodie,Apparel,55.35,0.15,47.05,56.13,1295.94,156,20.0,7339.64,4219.64
2025-07-31,P200,Classic Hoodie,Apparel,58.39,0.0,58.39,57.64,1646.38,106,20.0,6189.24,4069.24
2025-08-01,P200,Classic Hoodie,Apparel,57.53,0.0,57.53,58.08,1686.28,102,20.0,5867.83,3827.83
2025-08-02,P200,Classic Hoodie,Apparel,55.46,0.0,55.46,55.43,1201.05,114,20.0,6322.6,4042.6
2025-08-03,P200,Classic Hoodie,Apparel,57.01,0.15,48.45,58.6,1731.7,183,20.0,8867.21,5207.21
2025-08-04,P200,Classic Hoodie,Apparel,55.99,0.1,50.39,57.44,1081.29,109,20.0,5492.98,3312.98
2025-08-05,P200,Classic Hoodie,Apparel,56.83,0.2,45.46,57.45,2026.41,177,20.0,8046.48,4506.48
2025-08-06,P200,Classic Hoodie,Apparel,59.73,0.15,50.77,57.08,1308.09,116,20.0,5889.46,3569.46
2025-08-07,P200,Classic Hoodie,Apparel,58.39,0.2,46.71,55.93,1761.24,177,20.0,8267.35,4727.35
2025-08-08,P200,Classic Hoodie,Apparel,58.46,0.0,58.46,56.39,1281.65,88,20.0,5144.36,3384.36
2025-08-09,P200,Classic Hoodie,Apparel,58.15,0.0,58.15,57.5,2010.96,113,20.0,6570.41,4310.41
2025-08-10,P200,Classic Hoodie,Apparel,57.14,0.2,45.71,58.22,1914.14,226,20.0,10330.04,5810.04
2025-08-11,P200,Classic Hoodie,Apparel,58.67,0.0,58.67,56.75,1507.39,103,20.0,6043.21,3983.21
2025-08-12,P200,Classic Hoodie,Apparel,57.94,0.2,46.35,57.77,1318.5,155,20.0,7184.38,4084.38
2025-08-13,P200,Classic Hoodie,Apparel,57.37,0.15,48.76,59.65,1213.7,143,20.0,6973.28,4113.28
2025-08-14,P200,Classic Hoodie,Apparel,56.69,0.0,56.69,58.25,1792.0,113,20.0,6405.86,4145.86
2025-08-15,P200,Classic Hoodie,Apparel,57.86,0.0,57.86,57.04,1490.09,94,20.0,5438.72,3558.72
